斋浦尔	902687
斐济	900059
斗湖	903697
斯瓦科普蒙德	903915
斯里兰卡	900160
新西兰	900123
日内瓦	904933
普拉兰岛	904540
朔州	140600
榆林	610800
水原	912186
汉中	610700
汤加	900173
泉州	350500
波兰	900137
泸州	510500
湛江	440800
特拉布宗	905106
特立尼达和多巴哥	900174
玉树	632700
玛玛努卡群岛	901880
班吉	908128
瓦拉纳西	902670
盐城	320900
眉山	511400
福州	350100
老挝	900093
耶路撒冷	904119
芽庄	907589
苏丹	900162
茵莱湖	903906
荷兰	900122
莱斯特	905181
葫芦岛	211400
蒙彼利埃	901944
蒙特利尔	901637
蒙特雷	903829
蔚山	903550
薄荷岛	904147
衡阳	430400
设拉子	917070
贝尔莫潘	901511
费特希耶	905102
赞比亚	900189
达尼丁	903980
邦咯岛	903680
金斯敦	904865
镰仓	920490
阜新	210900
阿尔巴尼亚	900002
阿拉胡埃拉	901740
阿里	542500
陕西	610000
韶关	440200
马尔代夫	900106
麦纳麦	901475
黄冈	421100
黎巴嫩	900095
下龙湾	908620
中山	442000
临汾	141000
丹东	210600
亚的斯亚贝巴	901871
亳州	341600
仙本那	903696
以色列	900082
会安	907597
伯利兹	900018
伯明翰	918499
佛得角	916061
俄罗斯	900141
内夫谢希尔	905089
利兹	912065
剑桥	912079
加尔各答	902679
加蓬	900062
北海	450500
卡萨布兰卡	903889
卧龙岗	901109
吉林	220000
吴忠	640300
喀土穆	904866
因斯布鲁克	901448
图尔	901949
圣安东尼奥	911842
圣彼得堡	912038
地拉那	901003
埃森	902321
城崎	920232
基多	901846
基辅	905141
塔吉克斯坦	900168
大连	210200
奥地利	900011
安康	610900
安曼	903537
安特卫普	901497
尔湾	911689
山梨	903478
岳阳	430600
巴拉瑞特	901164
布宜诺斯艾利斯	901021
布拉柴维尔	901734
托莱多	904581
扬州	321000
斯坦福	911999
斯德哥尔摩	904871
昭通	530600
智利	900036
暹粒	901596
曼德勒	903903
果洛	632600
柬埔寨	900030
格拉纳达	904608
格鲁吉亚	900064
楚雄	532300
武威	620600
汉堡	902283
江门	440700
沧州	130900
济南	370100
清迈	904973
温莎	907692
潍坊	370700
澳大利亚	900010
濮阳	410900
热海	920639
热那亚	903137
牛津	912040
玉林	450900
瓦伦西亚	912296
登嘉楼	903676
石嘴山	640200
科隆	908089
罗安达	901014
罗索	901833
肯尼亚	900088
莫雷利亚	903798
营口	210800
蚌埠	340300
贝尔格莱德	904537
贡布	901602
赤道几内亚	900055
达州	511700
运城	140800
邵阳	430500
金泽	920548
釜山	903553
钏路	920600
锡林郭勒	152500
门多萨	901023
阿尔及利亚	900003
阿格拉	902692
雪城	901419
青岛	370200
马拉加	904623
马赛	903746
黔南	522700
龙目岛	902886
东京	903457
乌兰巴托	903876
乌布	908607
乌拉圭	900183
乌海	150300
亚丁	907643
京都	903451
伊斯兰堡	904118
佛罗伦萨	912123
克罗地亚	900044
利物浦	918247
别府	920524
华盛顿	912116
卑尔根	912025
南迪	901872
南阳	411300
卡塔尼亚	903057
卡尔加里	901632
卢克索	901854
卢布尔雅那	904553
和歌山	903477
咸阳	610400
图瓦卢	916104
埃及	900054
埃斯基谢希尔	905108
塔那那利佛	903661
塞浦路斯	900047
大同	140200
宜春	360900
岘港	907596
巴塞罗那	904572
巴巴多斯	916024
巴林	916020
巴西	900024
巴马科	903769
平壤	903548
开普敦	904398
弗莱姆	904094
德累斯顿	902305
惠斯勒	901649
拿撒勒	903009
捷克	900048
摩纳哥	900114
斯洛文尼亚	900157
斯里那加	902694
新西伯利亚	904387
晋城	140500
普洱	530800
曼谷	904976
本托塔	908895
株洲	430200
梅州	441400
横滨	903456
毕节	522400
汉诺威	912120
河北	130000
沽岛	905028
海东	632100
淮南	340400
淮安	320800
温得和克	903916
滁州	341100
焦特布尔	902697
爱妮岛	908073
瓜达拉哈拉	904583
甘南	623000
甘肃	620000
白山	220600
盘锦	211100
福井	903497
秦皇岛	130300
突尼斯	900175
米兰	903138
索非亚	901573
维也纳	901459
考文垂	905180
荆门	420800
莱索托	918138
菲律宾	900136
蒙巴萨	903545
西班牙港	905069
谢菲尔德	905289
贝尔法斯特	905341
贵阳	520100
遵义	520300
邢台	130500
都灵	903134
里约热内卢	901537
金昌	620300
金沙萨	918205
长春	220100
阿什哈巴德	905139
阿根廷	900007
马六甲	903674
马德望	901598
马达加斯加	900103
黎牙实比	908091
黔东南	522600
东帝汶	900171
丹麦	901213
云浮	445300
伯恩茅斯	905246
兰卡威	903679
兰州	620100
内比都	903912
内蒙古	150000
刚果(金)	900039
包头	150200
北榄府	910811
南安普敦	905178
卢卡	903070
危地马拉	900069
台州	331000
周口	411600
咸宁	421200
嘉兴	330400
圣胡安	917111
圣莫里茨	904954
天水	620500
奈良	903472
奥克兰	912130
奥尔比亚	903036
奥斯陆	904087
姬路	920471
孟买	902716
安庆	340800
宫崎	920615
尼尔森	904018
巴中	511900
巴特那	908767
布里斯班	901104
布隆迪	900028
平顶山	410400
库克群岛	912062
开罗	901852
怀化	431200
怒江	533300
惠州	441300
承德	130800
揭阳	445200
斯图加特	902295
新疆	650000
无锡	320200
日喀则	542300
朝鲜	900090
杜伊斯堡	908763
来宾	451300
果阿	902698
格林纳达	915046
比勒陀利亚	904424
汕尾	441500
江西	360000
池州	341700
沈阳	210100
河南	410000
海西	632800
淄博	370300
淮北	340600
热浪岛	903683
焦作	410800
牙买加	900084
皇后镇	911970
皮皮岛	908506
碧瑶	908080
箱根	920554
耶洛奈夫	918203
荆州	421000
莫斯科	904373
菲利普岛	901178
萨摩亚	900147
西双版纳	532800
西宁	630100
诺福克	917469
象岛	904993
贝尔谢巴	908664
贵州	520000
资阳	512000
迪亚巴克尔	910168
迪拜	905152
那曲	542400
邯郸	130400
都柏林	912114
里尔	901962
金马伦高原	903664
防城港	450600
阳江	441700
阿努拉德普勒	904843
阿布扎比	905158
雅安	511800
霍巴特	901167
青海	630000
鞍山	210300
马尔丁	905110
驻马店	411700
黄南	632300
黄金海岸	901179
万象	903619
临沂	371300
丽水	331100
乌兰察布	150900
乌兹别克斯坦	900184
亚历山德里亚	911488
亚美尼亚	918011
伊利	911473
伦敦	905165
克拉玛依	650200
六安	341500
兵库	903490
凉山	513400
凯库拉	904012
凯恩斯	901150
南充	511300
南通	320600
卢塞恩	904953
印度	900077
吉婆岛	907605
吕梁	141100
哥德堡	904881
土库曼斯坦	900177
圭亚那	900072
坎卢普斯	901614
坎帕拉	905140
坦佩雷	901898
坦桑尼亚	900169
塞内加尔	900151
多米尼克	900051
大城府	905004
大阪	903466
安徽	340000
宜宾	511500
宿州	341300
密克罗尼西亚	900112
尼斯	901943
巴利亚多利德	911404
巴厘巴板	902917
巴基斯坦	900130
巴拿马	900132
布基纳法索	900027
广元	510800
抚州	361000
拉巴斯	903839
斯洛伐克	900156
新德里	902707
普吉岛	904986
本溪	210500
松原	220700
柳州	450200
梅里达	904615
梧州	450400
棉兰	902907
比利时	900017
永州	431100
河池	451200
法属波利尼西亚	900191
泰安	370900
洛桑	904907
济宁	370800
海北	632200
海南	460000
深圳	440300
湖北	420000
滨州	371600
瓜纳卡斯特	901741
白俄罗斯	900029
白银	620400
福冈	903476
福岛	903493
福建	350000
福森	902358
科特迪瓦	900043
维拉港	907580
芹苴	907594
莆田	350300
蒲甘	903904
贝特谢安	910993
贝鲁特	903642
赤峰	150400
越南	900187
达曼	911977
连云港	320700
里士满	911659
长崎	903448
阳泉	140300
阿勒泰	654300
顺化	907591
首尔	903551
马塔兰	908577
马尔默	904883
马累	903768
马耳他	916002
马那瓜	904068
马鞍山	340500
鹤壁	410600
鹤岗	230400
黄山	341000
龙岩	350800
三明	350400
下龙	907601
中卫	640500
云顶高原	903667
仰光	903905
伊拉克	900080
伊朗	900079
佛山	440600
关丹	903666
内江	511000
利比里亚	900097
南宁	450100
占贾	917236
卢森堡	903654
厄瓜多尔	900053
哈利法克斯	912028
喀布尔	901002
图卢兹	902005
圣约翰	918103
塔什干	907578
塔林	901867
多特蒙德	902261
多米尼加	900052
夜功府	905057
大叻	907593
孝感	420900
定西	621100
小樽	920642
岐阜	903468
巴哈马	900013
巴拉圭	900134
巴里	911954
希腊	900067
帕安	911631
帕罗	911758
常德	430700
平凉	620800
广东	440000
广岛	903471
庆州	903554
德岛	903487
德黑兰	902988
拉巴特	903881
拉特纳普勒	911311
拉萨	540100
新加坡	904544
日光	920425
日照	371100
旭川	920556
昌吉	652300
晋中	140700
普利茅斯	912127
朝阳	211300
杜塞尔多夫	902356
杜尚别	904962
柏林	902249
汕头	440500
沙巴	903668
沙美岛	904999
波德申	903670
泰国	900170
海德拉巴	902686
湖州	330500
爱丁堡	905334
爱尔兰	900081
甲米	904981
登巴萨	908557
白马	920605
百色	451000
秘鲁	900135
约旦	900086
纳米比亚	900120
维罗纳	903048
缅甸	900119
自贡	510300
舟山	330900
芬兰	900060
芭堤雅	904974
茨城	903489
莫桑比克	900118
蒂阿瑙	903975
西哈努克	901597
西安	610100
赣州	360700
轻井泽	920476
通辽	150500
那霸	920500
郴州	431000
酒泉	620900
里昂	912047
重庆	500000
铜仁	522200
铜陵	340700
阿比让	918042
阿皮亚	904513
阿维尼翁	901951
马尼拉	904140
高松	920545
鲁昂	901936
鹿特丹	903940
龙仁	903576
三亚	460200
三门峡	411200
乍得	900035
亭可马里	904849
伊瓦洛	901896
保加利亚	900026
关岛	916080
刁曼岛	903677
列支敦士登	900099
利比亚	900098
利隆圭	903662
加的夫	907984
南京	320100
博尔塔拉	652700
印度尼西亚	900078
厄立特里亚	900056
双鸭山	230500
合艾	904975
吉安	360800
吉隆坡	903673
吐鲁番	652100
哈尔滨	230100
哈拉雷	907650
哈萨克斯坦	900087
喀麦隆	900031
嘉峪关	620200
四川	510000
圣地亚哥	912285
圣基茨和尼维斯	900144
圣荷西	912052
圣路易斯	917110
圣马力诺	904515
基督城	912147
塞萨洛尼基	902468
天津	120000
娄底	431300
孟加拉国	900015
安哥拉	900005
安道尔	900004
密支那	911200
尼亚美	904071
尼加拉瓜	900124
山西	140000
布加勒斯特	904335
布拉迪斯拉发	904545
延边	222400
廷布	901513
徐州	320300
德班	904408
拿骚	916077
攀枝花	510400
日本	900085
普埃布拉	903828
曼彻斯特	912289
汉密尔顿	912023
江原道	910785
波多黎各	907919
波特兰	911454
澳门	820000
爱知	903484
瑞士	900166
白城	220800
石垣岛	908320
纽伦堡	902350
维多利亚	912129
美国	900182
美瑛	920371
苏州	320500
苏里南	900163
莱比锡	902342
萨尔瓦多	901530
蒙特勒	904923
西班牙	900159
西藏	540000
许昌	411000
贵港	450800
赫尔格达	901851
辽宁	210000
辽阳	211000
迪庆	533400
里斯本	904259
镇江	321100
长沙	430100
阿德莱德	901140
雅加达	902881
青森	903464
马埃岛	904542
马拉喀什	903887
马略卡岛	904645
马赛马拉	917067
鸡西	230300
鹤冈	920469
齐齐哈尔	230200
东枝	908786
丽贝岛	908488
乌干达	900178
乐山	511100
也门	900188
云南	530000
仓敷	920493
出云	920544
函馆	903506
加勒	911397
北京	110000
十堰	420300
博洛尼亚	903026
博茨瓦纳	900023
卢旺达	900142
台湾	710000
合肥	340100
吉布提	900050
呼伦贝尔	150700
呼和浩特	150100
和田	653200
哥本哈根	901823
唐山	130200
商丘	411400
圣安娜	911356
基里巴斯	916099
塞舌尔	900153
夏洛特敦	901624
多伦多	912134
大加那利岛	904650
大吉岭	902696
头顿	907603
尼日尔	900125
巴厘岛	902887
巴黎	902013
布鲁塞尔	901494
帕岸岛	905003
开曼群岛	915012
弗里曼特尔	901354
张家界	430800
恩施	422800
慕尼黑	902347
所罗门群岛	900205
摩洛哥	900117
景德镇	360200
民丹岛	902897
河源	441600
法国	900061
波兹南	904189
泰州	321200
海德堡	902252
清远	441800
渥太华	901625
湘西	433100
漯河	411100
漳州	350600
潮州	445100
熊本	903450
益阳	430900
石家庄	130100
第比利斯	902239
索马里	900158
绍兴	330600
维尔纽斯	903651
罗马	912100
芜湖	340200
苏伊士	901857
苏梅岛	904998
莱克伍德	911732
萨拉热窝	916091
蒙古	900115
蒙得维的亚	907576
赫尔辛基	901892
辽源	220400
遂宁	510900
那不勒斯	911986
郑州	410100
里加	917354
金华	330700
长治	140400
阿伯丁	912017
阿勒皮	902706
阿拉善	152900
阿联酋	900180
阿鲁沙	904963
雅典	902484
韩国	900091
马来西亚	900105
马纳尔	911465
鹰潭	360600
黑河	231100
上海	310000
上饶	361100
信阳	411500
加纳	900066
匈牙利	900075
北九州	920606
南特	901918
南苏丹	916103
厦门	350200
哈密	652200
哈巴罗夫斯克	908886
土耳其	900176
圣约翰斯	901670
埃塞俄比亚	900058
埃斯特城	911793
基奇纳	901626
塞尔丘克	905117
大庆	230600
太原	140100
宁波	330200
安提瓜和巴布达	900006
宝鸡	610300
富查伊拉	912091
山打根	903695
巴音郭楞	652800
布拉格	901808
布隆方丹	904399
帛琉	909998
抚顺	210400
拉各斯	911983
文莱	900025
斯科普里	903657
昆明	530100
札幌	920512
格勒诺布尔	901998
格拉斯哥	905335
格拉茨	901452
比什凯克	903547
毛里塔尼亚	900109
毛里求斯	900110
沙姆沙伊赫	901858
沙特阿拉伯	900150
沙迦	905156
洛阳	410300
浙江	330000
海口	460100
海防	907599
滋贺	903462
爱沙尼亚	900057
珀斯	905290
珠海	440400
琅勃拉邦	903620
瑞典	900165
瓦杜兹	903648
瓦莱塔	903775
神户	920624
科威特	903618
第戎	901978
素可泰	904980
索契	904376
红河	532500
约翰内斯堡	904405
罗吐鲁阿	904005
罗马尼亚	900140
聊城	371500
茂名	440900
莱芜	371200
萨格勒布	901755
西里古里	902771
贝宁	900019
达卡	901476
邦劳	908079
鄂尔多斯	150600
阜阳	341200
阿尔及尔	901006
阿拉木图	903543
阿瓜斯卡连特斯	918010
阿达纳	905093
陶尔米纳	903086
随州	421300
雅温得	901611
马其顿	900102
高知	912119
黄石	420200
黔西南	522300
东营	370500
乌姆盖万	905155
乌鲁木齐	650100
九江	360400
仁川	903557
佐世保	920481
佳木斯	230800
保定	130600
保山	530500
公主港	908086
冲绳	903475
利马	904127
加拿大	900032
千叶	903459
华沙	904205
南昌	360100
卡加延德奥罗	904153
卡塔尔	900139
名古屋	903474
喀山	904377
四平	220300
圣保罗	902201
墨西哥	900111
墨西哥城	903794
夏威夷	906012
大兴安岭	232700
大邱	903555
天堂岛	901473
威尼斯	903141
宁夏	640000
安阳	410500
宜昌	420500
富国岛	907602
富士山	920628
富良野	920262
尼泊尔	900121
尾道	920604
山东	370000
崇左	451400
巢湖	341400
巴库	901472
巴彦淖尔	150800
巴拉望岛	904146
巴生	903692
巴西利亚	901525
布尔萨	905091
布达佩斯	902568
帕劳	900207
帕坦	903934
开封	410200
德阳	510600
怡保	903675
恩贾梅纳	901712
挪威	900128
新乡	410700
昌都	542100
曲靖	530300
林茨	901453
桂林	450300
武汉	420100
江苏	320000
法属圭亚那	916096
波恩	902308
洪都拉斯	900074
清莱	904969
温州	330300
渭南	610500
牡丹江	231000
石川	903526
约克	905240
纽卡斯尔	905219
苏哈尔	904109
苏黎世	904931
菏泽	371700
萍乡	360300
萨尔茨堡	901454
衢州	330800
襄樊	420600
西西里	903172
诺丁汉	905163
贺州	451100
通化	220500
鄂州	420700
铁岭	211200
铜川	610200
银川	640100
长野	903449
阿克苏	652900
阿坝	513200
阿曼	900129
静冈	903446
马德里	904590
马拉维	900104
黑龙江	230000
